"","id","faminc","incmiss","black","hisp","afqtpct","momcoll","dadcoll","female","f_dead","attend.college"
"3",15,4.015026,0,0,0,92.49874,0,0,0,0,1
"8",28,4.21200225678271,1,0,0,97.16508,1,1,1,0,0
"13",42,5.710259,0,0,0,29.17712,1,0,0,0,0
"19",62,4.21200225678271,1,0,0,47.39087,0,1,1,0,0
"20",66,7.137824,0,0,0,18.38936,0,1,0,0,1
"25",76,4.21200225678271,1,0,0,40.3161,1,1,0,0,1
"26",77,4.21200225678271,1,0,0,80.33116,1,1,1,0,1
"27",80,4.21200225678271,1,0,0,75.21325,1,1,0,0,1
"28",81,4.21200225678271,1,0,0,34.19468,0,1,0,0,1
"30",91,4.21200225678271,1,0,0,27.92273,0,0,1,0,1
"32",93,3.924639,0,0,0,23.35675,0,0,0,0,0
"33",102,4.21200225678271,1,0,0,60.78775,0,0,1,0,1
"38",121,8.922279,0,0,0,93.90366,1,1,1,0,1
"43",135,6.245596,0,0,0,49.1721,0,0,0,0,1
"48",144,4.21200225678271,1,0,0,45.15805,0,0,1,1,0
"50",146,4.104249,0,0,0,85.77522,0,0,0,0,0
"53",149,8.386943,0,0,0,42.67436,0,0,1,0,0
"62",185,11.25099,0,0,0,53.58755,0,0,0,0,0
"63",187,7.434338,0,0,0,55.44406,0,0,0,0,1
"67",194,6.245596,0,0,0,69.99498,0,0,0,0,1
"68",196,6.245596,0,0,0,98.87105,1,1,0,0,1
"72",211,5.353368,0,0,0,75.26342,0,0,1,0,1
"75",214,10.70674,0,0,0,72.77972,0,1,0,0,1
"77",230,3.457831,0,0,0,45.10788,0,0,0,0,1
"79",233,6.959378,0,0,0,29.85449,0,1,0,0,0
"84",246,6.245596,0,0,0,77.64676,0,0,0,0,1
"88",257,3.925803,0,0,0,72.75464,0,0,0,0,0
"93",271,3.568912,0,0,0,54.59107,0,1,1,0,1
"99",286,4.282694,0,0,1,63.27145,0,0,1,0,1
"101",296,4.21200225678271,1,0,0,37.90768,0,0,0,0,0
"102",298,0.8990361,0,0,1,15.67988,0,0,1,0,0
"103",299,0.8565389,0,0,1,13.32163,0,0,0,0,0
"106",303,1.070674,0,0,1,6.924235,0,0,0,0,0
"107",304,12.96704,0,0,1,3.863523,0,0,0,0,0
"109",311,6.915662,0,0,0,20.07025,0,0,0,0,0
"112",316,3.568912,0,0,0,22.2278,0,0,0,0,0
"114",325,3.568912,0,0,0,80.30607,0,0,0,0,1
"120",355,4.21200225678271,1,0,0,60.93829,0,0,0,1,0
"132",387,4.21200225678271,1,1,0,1.25439,0,0,0,0,0
"135",396,0.6602487,0,1,0,24.98746,0,0,0,0,0
"137",406,5.30947,0,0,0,47.59157,0,0,0,0,1
"141",412,6.051205,0,0,0,78.62519,0,0,0,0,1
"143",418,4.03287,0,0,0,79.55344,1,0,1,0,0
"154",445,5.353368,0,0,0,86.32715,1,1,0,0,1
"156",448,2.593374,0,0,0,3.0858,0,0,0,1,0
"157",451,4.21200225678271,1,0,0,27.67185,0,0,0,0,0
"158",452,1.40972,0,0,0,55.31862,0,0,1,0,1
"164",469,4.21200225678271,1,0,1,34.32012,1,0,0,0,0
"166",475,0.3283399,0,0,0,29.87958,0,0,1,0,0
"174",493,2.498238,0,0,0,69.96989,0,0,0,0,0
"181",515,3.803614,0,0,0,26.21676,0,0,1,0,1
"182",516,1.070674,0,1,0,3.161064,1,0,0,0,0
"184",519,4.21200225678271,1,1,0,1.956849,0,0,1,0,0
"186",523,3.976506,0,1,0,20.77271,0,0,0,0,1
"187",534,6.051205,0,0,0,4.139488,0,0,0,0,0
"188",536,4.668072,0,0,0,2.609132,0,0,1,0,0
"189",537,4.668072,0,0,0,2.759659,0,0,0,0,0
"194",554,7.137824,0,0,0,85.14802,0,1,0,0,1
"198",571,4.21200225678271,1,0,0,77.54641,0,1,0,0,0
"208",606,10.70674,0,0,0,67.05971,0,1,0,0,1
"209",610,11.59896,0,0,0,28.77571,1,1,0,0,0
"211",615,6.959378,0,0,0,19.7441,0,0,1,0,0
"212",616,4.21200225678271,1,0,0,1.103863,0,0,0,0,0
"213",622,4.21200225678271,1,1,0,56.89915,1,1,1,0,1
"215",628,1.158374,0,1,0,4.666332,0,0,0,0,0
"217",637,3.568912,0,0,0,53.61264,0,0,0,0,1
"222",643,2.676684,0,0,0,40.79277,0,1,1,0,0
"225",651,2.676684,0,0,0,77.62167,0,0,0,0,1
"228",657,7.851606,0,0,0,84.29504,1,1,1,0,1
"232",665,12.49119,0,0,0,69.91972,0,1,1,0,1
"234",667,6.245596,0,0,0,79.90466,0,0,0,0,1
"240",675,2.319793,0,1,0,1.480181,0,0,0,0,0
"241",676,4.21200225678271,1,1,0,6.848971,0,0,0,0,0
"248",689,4.322289,0,0,0,43.30156,0,0,1,0,1
"255",714,2.766265,0,0,0,26.94431,0,0,0,0,0
"263",733,3.568912,0,0,0,49.42298,0,0,1,0,0
"265",736,12.49119,0,0,0,32.3131,0,0,1,0,0
"270",754,1.469578,0,1,0,25.41395,0,0,0,0,1
"272",756,0.8644578,0,0,1,22.17762,0,0,1,0,0
"278",765,4.495181,0,0,1,58.83091,0,0,0,0,0
"283",778,5.174922,0,0,0,79.52835,0,1,0,0,1
"284",779,3.033575,0,0,0,57.77722,1,0,1,1,1
"285",791,4.818031,0,0,0,76.34219,0,0,0,0,0
"288",799,6.602487,0,0,0,52.00703,0,0,0,0,0
"291",804,2.498238,0,0,0,33.59257,0,0,1,0,0
"294",808,11.95585,0,0,0,76.89413,0,0,1,0,1
"295",817,7.137824,0,0,0,83.39187,0,1,0,0,1
"302",833,8.125904,0,1,0,13.94882,0,0,0,0,0
"312",866,5.186747,0,0,0,26.31711,0,0,1,0,0
"313",867,3.212021,0,0,0,78.67537,0,1,1,0,0
"315",870,4.21200225678271,1,0,0,8.504767,0,0,0,0,0
"319",878,4.21200225678271,1,0,0,68.3141,1,1,1,0,0
"320",879,4.75843,0,0,0,76.14149,1,1,1,0,1
"322",883,10.34984,0,0,0,77.49624,1,1,1,0,1
"328",898,5.353368,0,0,0,89.28751,1,1,1,0,1
"335",909,5.380135,0,0,0,55.64476,0,0,1,0,1
"338",915,4.21200225678271,1,0,1,95.83543,0,0,1,0,1
"341",921,4.46114,0,0,0,11.96688,0,0,0,0,0
"345",929,6.245596,0,0,0,76.19167,0,0,0,0,0
"353",950,4.46114,0,0,0,88.0582,0,0,1,0,0
"362",967,8.386943,0,0,0,11.01355,0,0,1,0,0
"368",977,8.922279,0,0,0,93.95383,0,0,0,0,0
"370",986,4.21200225678271,1,1,0,56.72353,0,1,1,0,1
"374",997,4.21200225678271,1,0,0,68.36427,0,0,0,0,0
"377",1002,3.747357,0,1,0,3.988961,0,0,0,0,0
"378",1003,7.137824,0,0,0,73.53236,0,1,0,0,1
"379",1010,4.282694,0,0,0,82.89011,0,0,0,0,1
"382",1013,4.639585,0,0,0,86.30206,0,0,0,0,0
"385",1018,4.21200225678271,1,0,0,66.00602,0,1,1,1,1
"386",1019,10.70674,0,0,0,99.82439,1,1,1,0,1
"387",1021,4.21200225678271,1,0,0,61.81636,0,1,0,0,1
"390",1028,4.21200225678271,1,1,0,2.584044,0,0,0,0,0
"392",1038,4.104249,0,0,0,59.65881,0,1,1,0,1
"393",1044,4.840964,0,0,0,6.798796,0,0,0,0,0
"400",1058,2.713801,0,1,0,46.48771,1,0,0,0,0
"403",1076,0.536229,0,0,1,31.98696,0,0,1,0,1
"412",1106,4.21200225678271,1,0,0,94.95735,0,1,1,0,1
"415",1112,2.074699,0,0,0,32.7145,0,0,1,0,0
"423",1135,6.245596,0,0,0,66.03111,1,1,1,0,1
"432",1162,0.3568912,0,1,0,3.060713,0,0,1,0,1
"436",1176,6.602487,0,0,0,69.89463,0,1,0,0,1
"442",1193,0.892228,0,1,0,18.16357,0,0,0,1,1
"444",1197,4.21200225678271,1,0,0,66.10638,0,0,0,0,1
"447",1214,4.21200225678271,1,1,0,2.910186,0,0,1,1,0
"449",1217,0.5353368,0,1,0,3.913698,0,0,0,0,0
"450",1218,0.5353368,0,1,0,11.99197,0,0,0,1,1
"451",1220,1.641699,0,1,0,4.089313,0,0,1,0,0
"453",1222,4.21200225678271,1,1,0,9.809332,0,0,0,0,0
"454",1223,4.21200225678271,1,1,0,5.418966,0,0,1,0,1
"471",1276,8.922279,0,0,0,91.47015,0,1,1,0,0
"472",1277,6.602487,0,0,0,67.63673,0,1,1,0,1
"482",1304,4.21200225678271,1,0,0,81.23432,0,1,1,0,1
"487",1315,4.21200225678271,1,0,0,70.82288,1,1,0,0,1
"488",1319,5.353368,0,0,0,2.358254,0,0,0,0,0
"500",1351,4.322289,0,0,0,42.44857,0,0,0,0,0
"506",1370,4.21200225678271,1,0,0,17.03462,0,0,1,0,0
"511",1379,2.141347,0,1,0,38.61014,0,0,0,1,1
"514",1385,6.780933,0,1,0,41.87155,0,0,1,0,1
"516",1388,4.21200225678271,1,1,0,5.193176,0,0,1,0,0
"517",1389,0.5353368,0,1,0,32.9152,0,0,1,0,1
"519",1396,6.602487,0,0,0,44.58104,0,0,0,0,0
"523",1404,4.21200225678271,1,0,1,16.83392,0,0,0,0,1
"526",1418,4.21200225678271,1,0,1,48.24385,0,0,0,0,0
"529",1427,7.137824,0,0,0,95.58455,1,1,1,1,1
"536",1442,4.21200225678271,1,0,1,8.755645,0,0,1,0,0
"539",1454,4.996477,0,0,1,52.83492,0,0,1,0,0
"544",1490,1.802657,0,1,0,20.89814,0,0,1,0,0
"547",1502,10.70674,0,0,0,99.34772,1,1,1,0,1
"548",1503,3.161342,0,0,0,89.46312,1,1,0,0,1
"556",1523,4.46114,0,1,0,37.88259,0,0,0,0,0
"557",1530,4.21200225678271,1,1,0,34.29503,0,0,1,0,1
"578",1586,5.353368,0,0,0,69.39288,1,1,1,0,0
"584",1598,1.784456,0,0,0,75.1129,0,0,1,0,0
"586",1602,10.16569,0,0,0,61.84145,0,0,0,0,0
"587",1611,7.137824,0,0,0,84.1445,0,0,0,0,0
"589",1613,4.46114,0,0,0,63.32162,0,0,0,0,1
"597",1630,4.46114,0,0,0,71.02358,0,0,0,0,1
"600",1633,5.353368,0,0,0,93.37682,0,1,1,0,1
"604",1646,5.353368,0,0,1,22.00201,0,0,1,0,1
"609",1659,3.568912,0,0,0,66.90918,0,0,0,1,0
"613",1667,1.544268,0,0,0,60.81284,0,0,0,0,0
"621",1695,4.21200225678271,1,0,1,3.66282,0,0,0,0,0
"624",1698,4.21200225678271,1,0,1,20.02007,0,0,0,0,0
"630",1727,5.174922,0,0,0,24.83693,0,0,1,0,0
"635",1745,7.316269,0,0,0,92.77471,1,1,1,0,1
"652",1788,4.21200225678271,1,0,0,81.20923,0,0,0,0,1
"659",1799,7.137824,0,0,0,54.54089,1,0,1,0,0
"660",1802,9.279171,0,0,0,79.77923,0,1,0,0,1
"662",1805,9.814507,0,0,0,60.86302,0,1,0,0,0
"670",1839,3.568912,0,0,1,15.50426,0,0,1,0,0
"673",1849,5.353368,0,0,0,57.8274,0,1,1,0,0
"679",1873,2.373326,0,0,0,18.74059,0,0,0,0,0
"682",1884,2.498238,0,0,0,61.21425,0,0,0,0,0
"686",1890,4.21200225678271,1,0,0,10.51179,0,0,0,0,0
"687",1892,2.569617,0,0,0,76.81886,0,0,1,0,0
"689",1902,6.245596,0,0,0,63.47215,0,0,1,0,0
"691",1905,4.282694,0,0,0,64.24987,0,0,1,0,0
"694",1913,6.245596,0,0,0,51.20422,0,0,1,0,0
"698",1920,3.976506,0,0,0,67.56146,1,1,0,0,1
"703",1932,4.21200225678271,1,0,0,45.20823,0,0,1,0,0
"713",1952,5.888705,0,0,0,55.41897,0,1,0,0,1
"714",1953,8.030051,0,0,0,90.36628,1,0,1,0,1
"722",1971,8.030051,0,0,0,47.71701,0,1,0,0,0
"723",1972,7.137824,0,1,0,72.8299,0,1,1,0,1
"726",1975,0.5353368,0,0,0,74.53587,0,0,0,0,0
"729",1978,4.322289,0,0,0,24.10938,0,0,0,0,1
"736",2001,4.21200225678271,1,0,0,0.2508781,0,0,0,0,0
"738",2005,13.38342,0,0,0,90.9433,0,1,0,0,1
"742",2009,6.424041,0,0,0,67.58656,0,1,1,0,1
"745",2022,4.21200225678271,1,0,0,24.0843,0,0,0,0,0
"746",2031,1.784456,0,0,0,1.455093,0,1,0,0,0
"754",2045,1.556024,0,0,0,38.73557,1,0,0,0,0
"755",2046,1.556024,0,0,0,19.36779,1,0,1,0,0
"759",2060,1.641699,0,0,0,54.21475,0,1,0,0,0
"765",2069,6.424041,0,0,0,95.91068,1,1,0,0,1
"767",2072,6.245596,0,0,0,94.07928,0,0,1,0,0
"769",2078,4.21200225678271,1,0,0,0.3010537,0,0,0,0,0
"771",2082,5.353368,0,0,0,77.89764,0,0,1,0,0
"772",2085,4.21200225678271,1,0,0,66.73357,0,0,0,0,0
"781",2111,3.212021,0,0,0,93.25138,0,1,0,0,1
"783",2114,4.282694,0,0,0,34.52082,0,0,1,0,0
"786",2120,2.141347,0,0,0,59.73407,0,0,1,0,0
"788",2124,6.245596,0,0,0,78.72554,0,1,1,0,1
"793",2140,3.925803,0,0,0,58.30407,0,0,1,0,0
"794",2141,2.68864,0,0,0,32.58906,0,0,0,0,1
"801",2156,6.245596,0,0,0,51.17913,1,0,1,0,0
"815",2188,3.568912,0,0,0,32.81485,0,1,0,0,0
"817",2197,1.210241,0,1,0,1.430005,0,0,0,0,0
"818",2200,2.319793,0,0,0,90.96839,0,1,1,0,1
"824",2210,3.747357,0,1,0,33.46714,0,0,1,0,0
"827",2213,2.593374,0,1,0,5.795284,0,0,0,0,0
"830",2218,4.46114,0,0,0,85.64978,1,1,0,0,1
"835",2230,3.836581,0,0,0,93.30155,0,0,1,0,1
"836",2232,5.174922,0,0,0,56.69845,0,0,1,0,0
"837",2233,11.59896,0,0,0,64.77672,1,1,0,0,1
"844",2257,0.892228,0,1,0,22.30306,0,0,1,0,1
"845",2258,0.7137824,0,1,0,0.3261415,0,0,0,0,0
"849",2266,3.457831,0,1,0,5.017561,0,0,0,0,1
"854",2275,6.245596,0,0,0,42.49874,0,0,1,0,0
"855",2277,3.925803,0,0,0,88.23382,0,0,0,0,1
"856",2286,4.46114,0,0,0,97.79227,1,1,1,0,1
"858",2288,4.21200225678271,1,0,0,69.9448,0,1,1,0,1
"860",2291,4.21200225678271,1,0,0,99.3728,1,1,0,0,1
"861",2292,4.21200225678271,1,0,0,78.70045,1,1,1,0,1
"863",2296,4.21200225678271,1,0,0,29.22729,0,1,1,0,1
"867",2323,6.245596,0,0,0,35.22328,0,0,0,0,0
"881",2376,3.568912,0,0,0,79.60361,0,0,0,0,0
"882",2377,4.21200225678271,1,0,0,25.58957,0,0,0,0,0
"883",2378,4.21200225678271,1,0,0,69.142,0,0,0,0,0
"886",2384,4.21200225678271,1,0,1,45.81034,0,0,0,0,0
"889",2387,4.495181,0,0,1,25.36377,0,0,1,0,1
"906",2440,7.137824,0,0,0,66.28198,0,1,0,0,1
"909",2453,5.710259,0,0,0,76.84396,0,1,1,0,0
"910",2454,3.212021,0,0,0,41.74611,0,0,1,0,0
"916",2471,2.593374,0,0,0,20.67235,0,0,1,0,0
"917",2473,2.516618,0,0,0,93.32664,0,0,1,0,1
"919",2477,1.623855,0,0,0,74.43552,1,1,0,0,1
"925",2492,5.353368,0,0,0,40.96839,0,0,1,0,0
"926",2497,3.941863,0,0,0,82.99047,0,0,0,0,0
"928",2503,7.137824,0,0,0,78.65028,1,1,1,0,1
"932",2510,4.21200225678271,1,0,0,81.28449,1,1,1,0,1
"935",2513,3.390466,0,0,0,22.55394,0,0,0,0,0
"943",2527,3.568912,0,0,0,18.69042,0,0,0,1,0
"946",2530,4.46114,0,0,0,28.54992,0,0,1,0,0
"953",2546,3.747357,0,0,0,32.66433,0,0,0,0,0
"958",2557,6.780933,0,0,0,98.64526,0,0,0,0,1
"962",2563,4.21200225678271,1,0,0,84.92223,0,0,0,0,0
"975",2589,1.873679,0,0,0,96.76367,1,0,0,0,1
"979",2598,6.396988,0,0,0,8.379328,0,0,0,0,0
"981",2604,5.888705,0,0,0,61.99197,0,0,0,0,0
"985",2615,1.427565,0,0,0,76.16658,0,0,1,0,0
"988",2627,4.21200225678271,1,0,0,55.36879,0,0,1,0,1
"990",2630,1.427565,0,0,0,74.6864,0,0,0,1,1
"996",2644,1.728916,0,0,1,49.12193,0,0,0,0,1
"1000",2652,2.452467,0,0,1,47.36578,0,1,1,0,0
"1010",2691,0.6497204,0,0,1,22.10236,0,0,1,1,0
"1013",2696,2.141347,0,0,1,54.13949,0,0,0,0,0
"1017",2706,1.34887,0,0,1,9.307577,0,0,1,0,0
"1018",2707,1.802913,0,0,1,9.03161,0,0,0,0,0
"1020",2710,3.976506,0,0,1,8.830908,0,0,1,0,0
"1021",2713,1.037349,0,1,0,20.64726,0,0,0,0,0
"1023",2715,4.21200225678271,1,0,0,95.50928,0,1,0,0,1
"1026",2725,3.568912,0,0,0,92.72454,0,0,0,0,1
"1033",2740,1.784456,0,0,0,62.56899,0,0,1,0,1
"1035",2754,4.21200225678271,1,0,0,50.27596,1,0,0,0,1
"1036",2760,0.7137824,0,0,0,48.31911,0,0,0,0,0
"1038",2767,4.46114,0,0,0,10.9132,0,0,0,0,1
"1040",2772,4.21200225678271,1,1,0,20.72253,0,1,0,0,0
"1044",2780,3.343204,0,0,0,2.734571,0,0,0,0,0
"1046",2786,1.40972,0,0,0,1.731059,0,0,0,0,0
"1052",2802,2.498238,0,0,0,72.10236,0,0,0,0,1
"1057",2808,4.46114,0,0,0,28.52484,0,0,1,0,0
"1061",2815,4.46114,0,0,0,56.77371,0,0,0,0,1
"1062",2818,4.21200225678271,1,0,0,79.6287,0,0,1,0,0
"1065",2832,2.676684,0,0,0,63.52233,1,0,0,0,0
"1069",2843,5.353368,0,0,0,72.88008,1,1,1,0,1
"1071",2846,4.282694,0,0,0,99.94982,1,1,1,0,1
"1072",2847,4.282694,0,0,0,99.87457,1,1,1,0,1
"1077",2855,6.245596,0,0,0,47.69192,0,0,1,0,0
"1082",2863,4.21200225678271,1,0,0,51.07878,0,0,1,0,0
"1083",2867,3.747357,0,0,0,25.66483,0,0,1,0,0
"1085",2871,11.95585,0,0,0,61.18916,1,1,0,0,1
"1091",2892,8.922279,0,0,0,99.02158,1,1,1,0,1
"1100",2910,4.21200225678271,1,0,0,91.87155,1,1,1,0,1
"1104",2921,4.21200225678271,1,0,0,43.32664,0,1,0,0,0
"1107",2924,4.21200225678271,1,0,0,54.7416,0,0,0,0,0
"1112",2942,4.46114,0,1,0,16.15655,0,0,1,0,1
"1113",2943,9.100725,0,0,0,94.63121,0,1,1,0,1
"1116",2946,8.030051,0,0,0,86.65329,0,0,1,0,1
"1119",2954,1.728916,0,0,0,5.042649,0,0,0,0,1
"1122",2958,10.70674,0,0,0,80.38133,1,1,0,0,1
"1124",2960,7.78012,0,0,0,0.9784245,0,1,0,0,0
"1127",2967,4.21200225678271,1,0,1,20.69744,0,0,0,0,1
"1131",2976,7.137824,0,0,0,69.26743,0,1,0,0,0
"1135",2983,4.21200225678271,1,0,0,33.49222,0,1,1,0,1
"1137",2985,4.21200225678271,1,0,0,97.81736,1,1,0,0,1
"1138",2989,8.922279,0,0,0,99.27245,0,0,0,0,1
"1145",3018,4.21200225678271,1,0,0,88.58505,1,1,0,0,1
"1154",3049,1.867229,0,0,0,17.66182,0,0,1,0,0
"1159",3071,1.356187,0,1,0,5.444054,0,0,0,1,0
"1160",3072,1.070674,0,1,0,17.58655,0,0,0,0,0
"1162",3076,5.389057,0,1,0,43.50226,0,0,1,0,0
"1166",3082,2.420482,0,0,0,47.34069,0,0,0,0,0
"1168",3086,9.100725,0,0,0,95.53437,0,1,0,0,1
"1169",3091,6.959378,0,0,0,61.86654,0,0,1,0,1
"1173",3107,1.695233,0,0,0,52.86001,0,0,1,0,1
"1186",3139,4.21200225678271,1,0,0,84.9724,0,0,0,0,1
"1188",3142,8.565389,0,0,0,94.00401,1,1,0,0,1
"1195",3157,4.21200225678271,1,0,0,51.12895,1,1,1,0,1
"1197",3161,4.21200225678271,1,0,0,43.52735,1,1,0,0,1
"1198",3162,4.21200225678271,1,0,0,97.5163,0,1,1,0,1
"1206",3191,4.104249,0,1,0,17.33567,0,0,1,0,1
"1213",3204,4.21200225678271,1,0,0,56.67336,0,0,1,0,0
"1214",3205,5.353368,0,0,0,86.37732,1,0,1,0,1
"1219",3214,4.21200225678271,1,0,0,77.01957,0,0,0,0,0
"1222",3221,4.21200225678271,1,0,0,76.06623,0,1,1,0,0
"1226",3229,4.21200225678271,1,0,0,76.94431,1,1,0,0,1
"1227",3236,5.496124,0,0,0,76.11641,0,0,1,0,0
"1239",3253,1.249119,0,0,0,3.637732,0,0,1,0,0
"1240",3254,1.249119,0,0,0,77.59659,0,0,1,0,0
"1242",3265,1.784456,0,0,1,28.29905,0,0,0,0,0
"1249",3283,4.282694,0,0,1,17.96287,0,1,0,0,0
"1252",3291,7.137824,0,0,0,56.7988,0,0,1,0,1
"1255",3305,4.21200225678271,1,0,1,82.03712,1,1,1,0,1
"1259",3330,3.803614,0,0,0,22.6292,0,0,0,0,0
"1263",3346,5.264145,0,0,0,20.29604,0,0,0,0,0
"1269",3357,4.21200225678271,1,0,0,71.82639,0,1,0,0,1
"1270",3360,5.353368,0,0,0,64.04917,0,1,1,0,1
"1272",3363,5.353368,0,0,0,74.56097,0,0,1,0,0
"1273",3365,8.922279,0,0,0,45.18314,0,1,1,0,1
"1275",3368,13.3836,0,0,0,98.89613,0,1,1,0,1
"1276",3370,4.21200225678271,1,0,0,76.21676,0,0,1,0,1
"1285",3393,12.1343,0,1,0,34.34521,1,1,1,0,1
"1291",3405,4.21200225678271,1,0,0,98.19367,0,0,0,0,0
"1295",3418,3.568912,0,0,0,56.84897,1,0,1,0,0
"1297",3425,4.46114,0,0,0,86.47768,1,0,0,0,1
"1304",3453,4.639585,0,0,0,22.80482,0,0,0,0,0
"1309",3460,4.21200225678271,1,0,0,27.72203,0,0,0,0,0
"1315",3466,9.992953,0,0,0,82.81486,0,1,0,0,1
"1316",3469,3.925803,0,0,0,98.21877,0,0,1,0,1
"1321",3479,9.100725,0,0,0,40.09032,0,0,0,0,0
"1327",3497,6.780933,0,0,0,88.00803,0,0,0,0,1
"1331",3512,4.639585,0,0,0,32.63924,0,0,1,0,0
"1337",3522,4.322289,0,0,0,12.06723,0,0,1,0,0
"1340",3529,4.21200225678271,1,0,0,53.66282,0,0,0,0,1
"1344",3543,3.568912,0,1,0,27.84747,0,0,1,0,1
"1345",3544,5.353368,0,1,0,9.934772,0,0,1,1,0
"1347",3546,3.925803,0,1,0,54.18966,0,0,1,0,1
"1352",3552,5.531813,0,0,0,88.63522,0,0,1,0,0
"1362",3574,6.602487,0,0,0,99.89965,0,0,1,0,0
"1368",3593,4.46114,0,0,0,82.94029,0,0,0,0,0
"1370",3596,4.21200225678271,1,0,0,60.76267,0,0,0,1,0
"1372",3601,12.05293,0,0,0,91.94682,1,0,1,0,1
"1382",3625,4.282694,0,0,0,96.33718,0,0,1,0,1
"1384",3630,3.133505,0,0,0,99.64877,0,0,1,0,1
"1386",3636,4.818031,0,0,0,60.83793,0,1,1,0,1
"1387",3640,2.069969,0,0,0,3.361766,0,0,0,0,0
"1389",3643,7.137824,0,0,0,37.8575,1,0,1,0,1
"1392",3654,5.174922,0,0,0,9.759157,0,0,1,0,0
"1403",3671,9.814507,0,0,0,96.71349,1,1,1,0,1
"1405",3675,8.644578,0,0,0,61.71601,1,1,0,0,1
"1414",3696,6.424041,0,1,0,54.46563,1,0,1,0,1
"1418",3732,10.37349,0,0,0,99.5735,0,1,0,0,1
"1420",3735,6.245596,0,0,0,64.8018,0,0,1,0,0
"1435",3771,3.568912,0,0,0,88.61014,0,0,1,0,1
"1438",3776,9.189948,0,0,0,96.78876,0,0,0,0,0
"1439",3780,4.639585,0,0,0,69.24235,0,0,0,0,0
"1440",3794,5.353368,0,0,0,62.01706,0,0,1,0,1
"1441",3795,7.137824,0,0,0,84.94732,1,1,0,0,1
